PIN	BANK	ROW	COL	PIO	TILE	FUNC	DQS	BASETYPE	DRIVE	PULL	SLEW	HYST	CLAMP	ODRAIN	IOLMODE	IOLCFG	OUT	ODDR1	TRI	IN	RX0	RX1	CLKROOT	OROOT	TROOT
P11	3	47	72	C	PICR0	LRC_GPLL0T_IN	RDQ44	-									1	0	0	0	0	0	G_HPBX0000@71,49	F7@42,36	
P12	3	47	72	D	PICR0	LRC_GPLL0C_IN	RDQ44	-									1	0	0	0	0	0	G_HPBX0000@71,49	F5D_SLICE@56,30	
P13	3	41	72	A	PICR0		RDQ44	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,41	F5B_SLICE@52,32	
P14	3	38	72	B	PICR0		RDQ44	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,38	V06N0003@1,8	
P15	3	32	72	B	PICR0_DQS2		RDQSN32	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,32	F7@52,32	
P16	3	35	72	A	PICR0		RDQ32	-							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;DELAY.DEL_VALUE=0100111;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	1	0	G_HPBX0100@71,35		
P2	6	32	0	B	PICL0_DQS2		LDQSN32	OUTPUT_SSTL18_II							IREG_OREG	CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,32	H02E0501@1,32	
P3	6	38	0	B	PICL0		LDQ44	OUTPUT_SSTL18_II							IREG_OREG	CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,38	F4@51,17	
P4	6	41	0	A	PICL0		LDQ44	OUTPUT_SSTL18_II							IREG_OREG	CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,41	F2@52,18	
P5	6	47	0	D	PICL0	LLC_GPLL0C_IN	LDQ44	-									1	0	0	0	0	0	G_HPBX0000@1,49	V06N0003@1,8	
P6	6	47	0	C	PICL0	LLC_GPLL0T_IN	LDQ44	-									0	0	0	0	0	0			
P7	8	50	6	B	EFB2_PICB0	D4/MOSI2/IO4		-									1	0	0	0	0	0	G_HPBX0000@7,49	V02N0501@7,49	
P8	8	50	13	B	PICB0	CS1N		-									1	0	0	0	0	0	G_HPBX0000@14,49	V02N0501@14,49	
R1	6	35	0	B	PICL0	VREF1_6	LDQ32	OUTPUT_SSTL18_II							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	1	1	0	0	0	0	G_HPBX0000@1,35	Q4_SLICE@10,18	
R12	3	44	72	A	PICR0_DQS2		RDQS44	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,44	H02W0701@71,44	
R13	3	41	72	C	PICR0		RDQ44	-									1	0	0	0	0	0	G_HPBX0000@71,43	F7@43,29	
R14	3	41	72	B	PICR0		RDQ44	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,41	F3@70,29	
R15	3	38	72	C	PICR0		RDQ44	-									1	0	0	0	0	0	G_HPBX0000@71,40	F5B_SLICE@70,33	
R16	3	35	72	B	PICR0	VREF1_3	RDQ32	-							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;DELAY.DEL_VALUE=0100111;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	1	1	G_HPBX0100@71,35		
R2	6	38	0	C	PICL0		LDQ44	-									1	0	0	0	0	0	G_HPBX0000@1,40	F5B_SLICE@49,30	
R3	6	41	0	B	PICL0		LDQ44	OUTPUT_SSTL18_II							IREG_OREG	CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,41	F5B_SLICE@51,32	
R4	6	41	0	C	PICL0		LDQ44	-									1	0	0	0	0	0	G_HPBX0000@1,43	F3@48,32	
R5	6	44	0	A	PICL0_DQS2		LDQS44	OUTPUT_SSTL18_II							IREG_OREG	CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,44	F7@2,38	
R6	8	50	4	B	EFB0_PICB0	D6/IO6		-									1	0	0	0	0	0	G_HPBX0200@5,49	Q0_SLICE@5,21	
R7	8	50	6	A	EFB2_PICB0	D5/MISO2/IO5		INPUT_LVTTL33		UP		ON	ON				0	0	0	1	0	0			
R8	8	50	13	A	PICB0	SN/CSN		OUTPUT_LVCMOS25	4	NONE			ON			CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@13,49	V02N0501@13,49	
T13	3	44	72	B	PICR0_DQS2		RDQSN44	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,44	H02W0401@71,44	
T14	3	41	72	D	PICR0		RDQ44	-									1	0	0	0	0	0	G_HPBX0000@71,43	F3@70,31	
T15	3	38	72	D	PICR0		RDQ44	-									1	0	0	0	0	0	G_HPBX0000@71,40	H06W0203@72,40	
T2	6	38	0	D	PICL0		LDQ44	-									1	0	0	0	0	0	G_HPBX0000@1,40	H02E0701@1,40	
T3	6	41	0	D	PICL0		LDQ44	-									1	0	0	0	0	0	G_HPBX0000@1,43	H02E0301@1,43	
T4	6	44	0	B	PICL0_DQS2		LDQSN44	OUTPUT_SSTL18_II							IREG_OREG	CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX;MTDDRX.REGSET=SET;OUTREG.REGSET=SET;TSREG.REGSET=SET	1	0	1	1	0	0	G_HPBX0000@1,44	F4@2,34	H02E0301@1,44
T6	8	50	4	A	EFB0_PICB0	D7/IO7		BIDIR_LVCMOS25	4	UP		ON	ON			CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX;SRMODE=LSR_OVER_CE	1	0	1	1	0	0	G_HPBX0000@4,49	F0@4,30	F2@8,24
T7	8	50	11	A	PICB0	D1/MISO/IO1		INPUT_LVTTL33				ON	ON			CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSROMUX=LSRMUX	0	0	0	1	0	0	G_HPBX0000@11,49		
T8	8	50	11	B	PICB0	D0/MOSI/IO0		-									1	0	0	0	0	0	G_HPBX0000@12,49	V02N0501@12,49	
