# primary-region.bin: 4113 of 7562 frames fail the frame CRC
frame	start	end	stored_crc	computed_crc	dummy
6792	0x07FC62	0x07FCAE	0xFFFF	0xAA2B	0xFF
6793	0x07FCAF	0x07FCFB	0xFFFF	0xAA2B	0xFF
6794	0x07FCFC	0x07FD48	0xFFFF	0xAA2B	0xFF
6795	0x07FD49	0x07FD95	0xFFFF	0xAA2B	0xFF
6796	0x07FD96	0x07FDE2	0xFFFF	0xAA2B	0xFF
6797	0x07FDE3	0x07FE2F	0xFFFF	0xAA2B	0xFF
6798	0x07FE30	0x07FE7C	0xFFFF	0xAA2B	0xFF
6799	0x07FE7D	0x07FEC9	0xFFFF	0xAA2B	0xFF
6800	0x07FECA	0x07FF16	0xFFFF	0xAA2B	0xFF
6801	0x07FF17	0x07FF63	0xFFFF	0xAA2B	0xFF
6802	0x07FF64	0x07FFB0	0xFFFF	0xAA2B	0xFF
6803	0x07FFB1	0x07FFFD	0xFFFF	0xAA2B	0xFF
6804	0x07FFFE	0x08004A	0x06DB	0xC801	0xFF
