PIN	BANK	ROW	COL	PIO	TILE	FUNC	DQS	BASETYPE	DRIVE	PULL	SLEW	HYST	CLAMP	ODRAIN	IOLMODE	IOLCFG	OUT	ODDR1	TRI	IN	RX0	RX1	CLKROOT	OROOT	TROOT
G13	2	11	72	B	PICR0		RDQ8	OUTPUT_SSTL18_II									1	0	0	0	0	0		H02W0701@71,11	
G14	2	14	72	C	PICR0	VREF1_2	RDQ20	-									1	0	0	0	0	0		H06W0003@72,16	
G15	2	14	72	B	PICR0		RDQ20	OUTPUT_SSTL18_II									1	0	0	0	0	0		H02W0201@71,14	
G16	2	20	72	A	PICR0_DQS2	GR_PCLK2_1	RDQS20	OUTPUT_SSTL18_II									1	0	0	0	0	0		?-1@-1,-1	
G2	7	14	0	B	PICL0		LDQ20	OUTPUT_SSTL18_II									1	0	0	0	0	0		F5A_SLICE@61,4	
G3	7	14	0	C	PICL0	VREF1_7	LDQ20	-									1	0	0	0	0	0		H02E0701@1,16	
G4	7	11	0	B	PICL0		LDQ8	OUTPUT_SSTL18_II									1	0	0	0	0	0		H02E0501@1,11	
G5	7	11	0	A	PICL0		LDQ8	OUTPUT_SSTL18_II									1	0	0	0	0	0		H06E0203@0,11	
H12	2	17	72	A	PICR0		RDQ20	OUTPUT_SSTL18_II									1	0	0	0	0	0		F5A_SLICE@70,11	
H13	2	17	72	B	PICR0		RDQ20	OUTPUT_SSTL18_II									1	0	0	0	0	0		F5B_SLICE@70,11	
H14	2	14	72	D	PICR0		RDQ20	-									1	0	0	0	0	0		H02W0601@71,16	
H15	2	20	72	B	PICR0_DQS2		RDQSN20	OUTPUT_SSTL18_II									1	0	0	0	0	0		H02W0501@71,20	
H2	7	20	0	B	PICL0_DQS2		LDQSN20	OUTPUT_SSTL18_II									1	0	0	0	0	0		V06S0303@40,0	
H3	7	14	0	D	PICL0		LDQ20	-									1	0	0	0	0	0		H02E0501@1,16	
H4	7	17	0	B	PICL0		LDQ20	OUTPUT_SSTL18_II									1	0	0	0	0	0		V06S0003@57,0	
H5	7	17	0	A	PICL0		LDQ20	OUTPUT_SSTL18_II									1	0	0	0	0	0		H02E0701@1,17	
J1	7	23	0	A	PICL0	PCLKT7_1	LDQ20	-									0	0	0	0	0	0			
J12	2	17	72	D	PICR0		RDQ20	-									1	0	0	0	0	0		H06W0203@72,19	
J13	2	17	72	C	PICR0		RDQ20	-									1	0	0	0	0	0		F5B_SLICE@70,12	
J14	2	20	72	C	PICR0_DQS2	GR_PCLK2_0	RDQ20	-									1	1	0	0	0	0	G_HPBX0300@71,22	Q4_SLICE@54,20	
J15	2	23	72	B	PICR0	PCLKC2_1	RDQ20	OUTPUT_SSTL18_II							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	1	1	0	0	0	0	G_HPBX0300@71,23	Q2_SLICE@56,23	
J16	2	23	72	A	PICR0	PCLKT2_1	RDQ20	OUTPUT_SSTL18_II							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	0	0	G_HPBX0200@71,23		
J2	7	23	0	B	PICL0	PCLKC7_1	LDQ20	-							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;DELAY.DEL_VALUE=0100111;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	1	0	G_HPBX0100@1,23		
J3	7	20	0	C	PICL0_DQS2	GR_PCLK7_0	LDQ20	-									0	0	0	0	1	1	G_HPBX0100@1,22		
J4	7	17	0	C	PICL0		LDQ20	-									1	0	0	0	0	0		?-1@-1,-1	
J5	7	17	0	D	PICL0		LDQ20	-									1	0	0	0	0	0		H06E0203@0,13	
K1	7	23	0	C	PICL0	PCLKT7_0	LDQ20	-									0	0	0	0	1	1	G_HPBX0100@1,25		
K12	3	29	72	B	PICR0		RDQ32	OUTPUT_SSTL18_II									0	0	0	0	0	0			
K13	3	29	72	A	PICR0	GR_PCLK3_0	RDQ32	OUTPUT_SSTL18_II									1	0	0	0	0	0		H02W0701@71,29	
K14	2	20	72	D	PICR0_DQS2		RDQ20	-									1	1	0	0	0	0	G_HPBX0300@71,22	Q4_SLICE@42,23	
K15	2	23	72	D	PICR0	PCLKC2_0	RDQ20	-									1	1	0	0	0	0	G_HPBX0300@71,25	?-1@-1,-1	
K16	2	23	72	C	PICR0	PCLKT2_0	RDQ20	-									1	1	0	0	0	0	G_HPBX0300@71,25	Q6_SLICE@58,22	
K2	7	23	0	D	PICL0	PCLKC7_0	LDQ20	-									0	0	0	0	1	1	G_HPBX0100@1,25		
K3	7	20	0	D	PICL0_DQS2		LDQ20	-									0	0	0	0	1	1	G_HPBX0100@1,22		
K4	6	29	0	A	PICL0	GR_PCLK6_0	LDQ32	OUTPUT_SSTL18_II									1	0	0	0	0	0		F2@52,2	
K5	6	29	0	B	PICL0		LDQ32	OUTPUT_SSTL18_II									1	0	0	0	0	0		F5D_SLICE@62,5	
L1	6	26	0	A	PICL0	PCLKT6_1	LDQ32	OUTPUT_SSTL18_II							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	0	0	G_HPBX0100@1,26		
L12	3	29	72	D	PICR0		RDQ32	-									1	0	0	0	0	0		H02W0201@71,31	
L13	3	29	72	C	PICR0	GR_PCLK3_1	RDQ32	-									1	0	0	0	0	0		H02W0301@71,31	
L14	3	32	72	C	PICR0_DQS2		RDQ32	-									1	0	0	0	0	0		H02W0501@71,34	
L15	3	26	72	B	PICR0	PCLKC3_1	RDQ32	-							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;DELAY.DEL_VALUE=0100111;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	1	1	G_HPBX0000@71,26		
L16	3	26	72	A	PICR0	PCLKT3_1	RDQ32	-							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;DELAY.DEL_VALUE=0100111;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	1	1	G_HPBX0000@71,26		
L2	6	26	0	B	PICL0	PCLKC6_1	LDQ32	OUTPUT_SSTL18_II							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	1	1	0	0	0	0	G_HPBX0200@1,26	Q2_SLICE@23,23	
L3	6	32	0	C	PICL0_DQS2		LDQ32	-									1	0	0	0	0	0		H02E0301@1,34	
L4	6	29	0	C	PICL0	GR_PCLK6_1	LDQ32	-									1	0	0	0	0	0		H02E0501@1,31	
L5	6	29	0	D	PICL0		LDQ32	-									1	0	0	0	0	0		H02E0201@1,31	
M1	6	26	0	C	PICL0	PCLKT6_0	LDQ32	-									1	1	0	0	0	0	G_HPBX0200@1,28	Q4_SLICE@40,26	
M11	3	47	72	A	PICR0		RDQ44	OUTPUT_SSTL18_II									1	0	0	0	0	0		H02W0501@71,47	
M12	3	44	72	C	PICR0_DQS2		RDQ44	-									1	0	0	0	0	0		F1@70,9	
M13	3	35	72	C	PICR0		RDQ32	-									0	0	0	0	0	0			
M14	3	32	72	D	PICR0_DQS2		RDQ32	-									1	0	0	0	0	0		F5@69,5	
M15	3	26	72	D	PICR0	PCLKC3_0	RDQ32	-									0	0	0	0	1	1	G_HPBX0000@71,28		
M16	3	26	72	C	PICR0	PCLKT3_0	RDQ32	-									0	0	0	0	0	0			
M2	6	26	0	D	PICL0	PCLKC6_0	LDQ32	-									1	1	0	0	0	0	G_HPBX0200@1,28	Q6_SLICE@32,22	
M3	6	32	0	D	PICL0_DQS2		LDQ32	-									1	0	0	0	0	0	G_HPBX0200@1,34	F0@46,16	
M4	6	35	0	C	PICL0		LDQ32	-									1	0	0	0	0	0	G_HPBX0200@1,37	H02E0301@1,37	
M5	6	44	0	C	PICL0_DQS2		LDQ44	-									1	0	0	0	0	0		F5@60,3	
M6	6	47	0	A	PICL0		LDQ44	OUTPUT_SSTL18_II									0	0	0	0	0	0			
M7	8	50	9	B	PICB0	D2/IO2		-									1	0	0	0	0	0		V06N0103@10,50	
M8	8	50	15	B	PICB0	DOUT/CSON		-									1	0	0	0	0	0		F5B_SLICE@68,12	
M9	8	50	18	A	SPICB0	WRITEN		OUTPUT_LVCMOS25	4	NONE			ON				1	0	0	0	0	0		V06N0003@36,49	
N1	6	32	0	A	PICL0_DQS2		LDQS32	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0200@1,32	F4@51,8	
N11	3	47	72	B	PICR0		RDQ44	OUTPUT_SSTL18_II									1	0	0	0	0	0		F3@68,8	
N12	3	44	72	D	PICR0_DQS2		RDQ44	-									1	0	0	0	0	0		H02W0201@71,46	
N13	3	38	72	A	PICR0		RDQ44	OUTPUT_SSTL18_II									1	0	0	0	0	0		H02W0501@71,38	
N14	3	35	72	D	PICR0		RDQ32	-									1	0	0	0	0	0		H06W0003@72,37	
N16	3	32	72	A	PICR0_DQS2		RDQS32	-									0	0	0	0	0	0			
N3	6	35	0	D	PICL0		LDQ32	-									1	0	0	0	0	0	G_HPBX0200@1,37	Q7_SLICE@51,20	
N4	6	38	0	A	PICL0		LDQ44	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0200@1,38	Q1_SLICE@51,20	
N5	6	44	0	D	PICL0_DQS2		LDQ44	-									1	0	0	0	0	0	G_HPBX0200@1,46	H02E0701@1,46	
N6	6	47	0	B	PICL0		LDQ44	OUTPUT_SSTL18_II									1	0	0	0	0	0		V06N0203@19,49	
N7	8	50	9	A	PICB0	D3/IO3		OUTPUT_LVCMOS25	4	NONE			ON				1	0	0	0	0	0		V02N0701@9,49	
N8	8	50	15	A	PICB0	HOLDN/DI/BUSY/CSSPIN/CEN		OUTPUT_LVTTL33	8	NONE			ON	OFF		CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX;OUTREG.REGSET=SET	1	0	0	0	0	0	G_HPBX0200@15,49	F4@14,48	
P1	6	35	0	A	PICL0		LDQ32	OUTPUT_SSTL18_II							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	1	1	0	0	0	0	G_HPBX0200@1,35	H06E0303@0,35	
P11	3	47	72	C	PICR0	LRC_GPLL0T_IN	RDQ44	-									1	0	0	0	0	0		V06N0203@71,50	
P12	3	47	72	D	PICR0	LRC_GPLL0C_IN	RDQ44	-									1	0	0	0	0	0		H02W0701@71,49	
P13	3	41	72	A	PICR0		RDQ44	OUTPUT_SSTL18_II									1	0	0	0	0	0		F1@69,11	
P14	3	38	72	B	PICR0		RDQ44	OUTPUT_SSTL18_II									1	0	0	0	0	0		F1@70,14	
P15	3	32	72	B	PICR0_DQS2		RDQSN32	OUTPUT_SSTL18_II									1	0	0	0	0	0		F5@70,9	
P16	3	35	72	A	PICR0		RDQ32	-							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;DELAY.DEL_VALUE=0100111;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	1	0	G_HPBX0000@71,35		
P2	6	32	0	B	PICL0_DQS2		LDQSN32	OUTPUT_SSTL18_II									1	0	0	0	0	0		F3@66,9	
P3	6	38	0	B	PICL0		LDQ44	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0200@1,38	H02E0701@1,38	
P4	6	41	0	A	PICL0		LDQ44	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0200@1,41	Q0_SLICE@51,20	
P5	6	47	0	D	PICL0	LLC_GPLL0C_IN	LDQ44	-									1	0	0	0	0	0		F5B_SLICE@61,5	
P6	6	47	0	C	PICL0	LLC_GPLL0T_IN	LDQ44	-									0	0	0	0	0	0			
P7	8	50	6	B	EFB2_PICB0	D4/MOSI2/IO4		-									1	0	0	0	0	0		V02N0501@7,49	
P8	8	50	13	B	PICB0	CS1N		-									1	0	0	0	0	0		?-1@-1,-1	
R1	6	35	0	B	PICL0	VREF1_6	LDQ32	OUTPUT_SSTL18_II							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	1	1	0	0	0	0	G_HPBX0200@1,35	Q6_SLICE@37,29	
R12	3	44	72	A	PICR0_DQS2		RDQS44	OUTPUT_SSTL18_II									1	0	0	0	0	0		H02W0301@71,44	
R13	3	41	72	C	PICR0		RDQ44	-									1	0	0	0	0	0		F3@70,4	
R14	3	41	72	B	PICR0		RDQ44	OUTPUT_SSTL18_II									1	0	0	0	0	0		H02W0401@71,41	
R15	3	38	72	C	PICR0		RDQ44	-									1	0	0	0	0	0		F1@70,8	
R16	3	35	72	B	PICR0	VREF1_3	RDQ32	-							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;DELAY.DEL_VALUE=0100111;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	1	1	G_HPBX0000@71,35		
R2	6	38	0	C	PICL0		LDQ44	-									1	0	0	0	0	0		F5B_SLICE@59,4	
R3	6	41	0	B	PICL0		LDQ44	OUTPUT_SSTL18_II									1	0	0	0	0	0		H06E0303@1,34	
R4	6	41	0	C	PICL0		LDQ44	-									1	0	0	0	0	0		F5A_SLICE@63,5	
R5	6	44	0	A	PICL0_DQS2		LDQS44	OUTPUT_SSTL18_II							IREG_OREG	CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0200@1,44	F4@4,45	
R6	8	50	4	B	EFB0_PICB0	D6/IO6		-									1	0	0	0	0	0	G_HPBX0300@5,49	Q2_SLICE@15,24	
R7	8	50	6	A	EFB2_PICB0	D5/MISO2/IO5		INPUT_LVTTL33		UP		ON	ON			CEIMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSROMUX=LSRMUX	0	0	0	0	0	0	G_HPBX0200@6,49		
R8	8	50	13	A	PICB0	SN/CSN		OUTPUT_LVCMOS25	4	NONE			ON				1	0	0	0	0	0		V06S0203@49,2	
T13	3	44	72	B	PICR0_DQS2		RDQSN44	OUTPUT_SSTL18_II									1	0	0	0	0	0		H02W0501@71,44	
T14	3	41	72	D	PICR0		RDQ44	-									1	0	0	0	0	0		H02W0501@71,43	
T15	3	38	72	D	PICR0		RDQ44	-									1	0	0	0	0	0		H06W0203@69,16	
T2	6	38	0	D	PICL0		LDQ44	-									1	0	0	0	0	0		H02E0201@1,40	
T3	6	41	0	D	PICL0		LDQ44	-									1	0	0	0	0	0		F5D_SLICE@60,5	
T4	6	44	0	B	PICL0_DQS2		LDQSN44	OUTPUT_SSTL18_II							IREG_OREG	CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX;MTDDRX.REGSET=SET;OUTREG.REGSET=SET;TSREG.REGSET=SET	1	0	1	1	0	0	G_HPBX0200@1,44	F6@3,44	F4@3,44
T6	8	50	4	A	EFB0_PICB0	D7/IO7		BIDIR_LVCMOS25	4	UP		ON	ON			CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX;SRMODE=LSR_OVER_CE	1	0	1	1	0	0	G_HPBX0200@4,49	V02N0701@4,49	?-1@-1,-1
T7	8	50	11	A	PICB0	D1/MISO/IO1		INPUT_LVTTL33				ON	ON			CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSROMUX=LSRMUX	0	0	0	1	0	0	G_HPBX0200@11,49		
T8	8	50	11	B	PICB0	D0/MOSI/IO0		-									1	0	0	0	0	0	G_HPBX0200@12,49	F0@12,46	
